Date,Others,SPDR S&P 500 ETF (Ondo Tokenized),iShares Core S&P 500 ETF (Ondo Tokenized),Circle Internet Group (Ondo Tokenized),Ondo Short-Term US Government Bond Fund,Ondo U.S. Dollar Yield
2026-03-11,0.49536,0.032677,0.021356,0.099734,0.74908,1.317155
2026-03-12,0.501839,0.032722,0.021354,0.06736,0.723376,1.317495
2026-03-13,0.499517,0.032876,0.021354,0.060841,0.723338,1.318619
2026-03-14,0.499517,0.032876,0.021354,0.060841,0.723338,1.318716
2026-03-15,0.499517,0.032876,0.021354,0.060841,0.723338,1.318813
2026-03-16,0.51089,0.034103,0.022257,0.068591,0.723406,1.31891
2026-03-17,0.515262,0.034074,0.022199,0.085895,0.720702,1.319007
2026-03-18,0.50793,0.032738,0.021892,0.091643,0.721662,1.319104
2026-03-19,0.510016,0.032893,0.021895,0.089539,0.719674,1.319433
2026-03-20,0.481486,0.032776,0.021736,0.095249,0.71664,1.31722
2026-03-21,0.481486,0.032776,0.021736,0.095249,0.71664,1.317346
2026-03-22,0.481486,0.032776,0.021736,0.095249,0.717169,1.317472
2026-03-23,0.517915,0.033075,0.021845,0.128015,0.696812,1.317598
2026-03-24,0.523232,0.033203,0.021872,0.104238,0.687785,1.317724
2026-03-25,0.487305,0.03312,0.021804,0.14264,0.677928,1.410541
2026-03-26,0.475408,0.032936,0.021549,0.134928,0.621051,1.581945
2026-03-27,0.47933,0.032189,0.02106,0.12903,0.621222,1.61459
2026-03-28,0.47933,0.032189,0.02106,0.12903,0.621222,1.614745
2026-03-29,0.479328,0.032189,0.02106,0.12903,0.621211,1.614899
2026-03-30,0.473411,0.032488,0.020985,0.130452,0.621383,1.745066
2026-03-31,0.493508,0.033484,0.021717,0.143367,0.61194,1.875245
2026-04-01,0.495018,0.033883,0.021788,0.138152,0.602646,2.006437
2026-04-02,0.492896,0.034387,0.021824,0.139978,0.645206,2.12664
2026-04-03,0.492896,0.034387,0.021824,0.139978,0.670206,2.126843
2026-04-04,0.492896,0.034387,0.021824,0.139978,0.670206,2.127047
2026-04-05,0.492896,0.034387,0.021824,0.139978,0.670206,2.12725
2026-04-06,0.497994,0.034518,0.021876,0.14323,0.669304,2.127453
2026-04-07,0.516076,0.035511,0.022391,0.15601,0.666094,2.127597
2026-04-08,0.512065,0.035652,0.02244,0.146794,0.666309,2.131872
2026-04-09,0.526433,0.035936,0.022588,0.132583,0.666371,2.137118
2026-04-10,0.532296,0.03597,0.022634,0.138659,0.676636,2.143242
2026-04-11,0.532296,0.03597,0.022634,0.138659,0.676636,2.143447
2026-04-12,0.532296,0.03597,0.022634,0.138659,0.676636,2.143652
2026-04-13,0.544078,0.036888,0.022834,0.155981,0.675747,2.143857
2026-04-14,0.555469,0.037337,0.023107,0.172158,0.599904,2.144062
2026-04-15,0.561662,0.037537,0.023352,0.173729,0.599959,2.179133
2026-04-16,0.566404,0.037657,0.023383,0.168098,0.597469,2.180642
2026-04-17,0.572954,0.038207,0.023642,0.165592,0.602476,2.127826
2026-04-18,0.572954,0.038207,0.023642,0.165592,0.602476,2.129073
2026-04-19,0.572954,0.038207,0.023642,0.165592,0.602476,2.13065
2026-04-20,0.563007,0.038324,0.0236,0.162577,0.672698,2.139701
2026-04-21,0.562015,0.038338,0.023523,0.152826,0.672849,2.098577
2026-04-22,0.57149,0.038578,0.023641,0.162135,0.673026,2.139454
2026-04-23,0.572138,0.03874,0.023578,0.157824,0.672021,2.137838
2026-04-24,0.598717,0.038961,0.023727,0.155993,0.670938,2.138284
2026-04-25,0.598717,0.038961,0.023727,0.155993,0.670938,2.138489
2026-04-26,0.598717,0.038961,0.023727,0.155993,0.670938,2.139421
2026-04-27,0.610577,0.039232,0.023801,0.151235,0.671065,2.139362
2026-04-28,0.597158,0.039071,0.023674,0.118597,0.671127,2.139972
2026-04-29,0.607603,0.039173,0.023718,0.123688,0.682538,2.140255
2026-04-30,0.617536,0.039558,0.023918,0.118864,0.682311,2.140867
2026-05-01,0.626975,0.039397,0.023926,0.130869,0.682374,2.141086
2026-05-02,0.626975,0.039397,0.023926,0.130869,0.682374,2.141434
2026-05-03,0.626975,0.039397,0.023926,0.130869,0.682374,2.141638
2026-05-04,0.639655,0.039167,0.023844,0.161113,0.682563,2.141945
2026-05-05,0.671651,0.039926,0.024132,0.15825,0.682376,2.143025
2026-05-06,0.690166,0.040357,0.024356,0.16953,0.682438,2.145181
2026-05-07,0.696165,0.040389,0.02431,0.159568,0.681501,2.145235
2026-05-08,0.739289,0.040402,0.024586,0.161352,0.680544,2.145441
2026-05-09,0.739289,0.040402,0.024586,0.161352,0.680544,2.145645
2026-05-10,0.739289,0.040402,0.024586,0.161352,0.680544,2.145914
2026-05-11,0.773359,0.040609,0.024644,0.184907,0.680675,2.704944
2026-05-12,0.755133,0.040749,0.024563,0.177913,0.673707,2.146339
2026-05-13,0.780158,0.041661,0.046223,0.184112,0.668662,2.146544
2026-05-14,0.788794,0.042099,0.057416,0.17375,0.658452,2.147249
2026-05-15,0.76007,0.041605,0.066877,0.158919,0.628512,2.144211
2026-05-16,0.76007,0.041605,0.066877,0.158919,0.626412,2.143528
2026-05-17,0.76007,0.041605,0.066877,0.158919,0.626412,2.142857
2026-05-18,0.767557,0.041793,0.066989,0.158301,0.621593,2.141885
2026-05-19,0.767872,0.041591,0.066589,0.156873,0.618655,2.142209
2026-05-20,0.788871,0.041757,0.066957,0.159149,0.627181,2.142465
2026-05-21,0.807959,0.042153,0.067491,0.164817,0.627738,2.141468
2026-05-22,0.82569,0.042151,0.067493,0.162033,0.625253,2.141673
2026-05-23,0.82569,0.042151,0.067493,0.162033,0.625253,2.14197
2026-05-24,0.82569,0.042151,0.067493,0.162033,0.625253,2.142706
2026-05-25,0.82569,0.042151,0.067493,0.162033,0.620253,2.143288
2026-05-26,0.898141,0.043081,0.068176,0.150673,0.612495,2.14389
2026-05-27,0.918368,0.043147,0.068091,0.149547,0.612602,2.144154
2026-05-28,0.934612,0.043507,0.068628,0.15518,0.612658,2.141724
2026-05-29,0.949867,0.04352,0.068697,0.160481,0.611214,2.143056
2026-05-30,0.949867,0.04352,0.068697,0.160481,0.611455,2.14327
2026-05-31,0.949867,0.04352,0.068697,0.160481,0.611567,2.143475
2026-06-01,0.922069,0.043625,0.068745,0.144078,0.591622,2.143679
2026-06-02,0.9223,0.043843,0.069004,0.137536,0.581675,2.141704
2026-06-03,0.884678,0.043116,0.068153,0.123496,0.573225,2.142038
2026-06-04,0.879503,0.043325,0.068521,0.1256,0.578422,2.142281
2026-06-05,0.796776,0.042172,0.066755,0.113297,0.576449,2.142493
2026-06-06,0.796776,0.042172,0.066755,0.113297,0.576596,2.142752
2026-06-07,0.796776,0.042172,0.066755,0.113297,0.576596,2.143523
2026-06-08,0.826005,0.042454,0.06711,0.114635,0.576013,2.148727
2026-06-09,0.809544,0.041694,0.066827,0.111177,0.571066,2.148826
2026-06-10,0.786517,0.040879,0.065663,0.10963,0.571119,2.150026
2026-06-11,0.821863,0.041866,0.067196,0.11752,0.556171,2.150228
2026-06-12,0.823069,0.042074,0.067517,0.110758,0.556222,2.150635
2026-06-13,0.823069,0.042074,0.067517,0.110758,0.556222,2.150976
2026-06-14,0.823069,0.042074,0.067517,0.110758,0.556222,2.151393
2026-06-15,0.856735,0.043088,0.068473,0.119235,0.551203,2.151598
2026-06-16,0.838597,0.042919,0.06819,0.114876,0.551242,2.151755
2026-06-17,0.857914,0.042566,0.067736,0.117221,0.551293,2.15196
2026-06-18,0.870255,0.042765,0.068028,0.11361,0.551343,2.155358
2026-06-19,0.870206,0.042861,0.068028,0.114446,0.551343,2.155872
2026-06-20,0.870069,0.042798,0.068028,0.114479,0.551343,2.156659
2026-06-21,0.868879,0.042515,0.068028,0.11467,0.551343,2.159569
2026-06-22,0.873115,0.042699,0.067727,0.112688,0.505343,2.158653
2026-06-23,0.834515,0.042149,0.066957,0.107728,0.504135,2.158916
2026-06-24,0.826744,0.042218,0.067173,0.102857,0.499181,2.160078
2026-06-25,0.816392,0.041978,0.066768,0.098383,0.504232,2.160405
2026-06-26,0.801284,0.041885,0.066584,0.104398,0.479276,2.161533
2026-06-27,0.801462,0.041865,0.066584,0.104813,0.479276,2.162074
2026-06-28,0.802392,0.042105,0.066584,0.105821,0.479276,2.162069
2026-06-29,0.822316,0.042388,0.069494,0.108274,0.479407,2.162085
2026-06-30,0.837491,0.04274,0.070008,0.091514,0.481398,2.162324
2026-07-01,0.827492,0.042676,0.067944,0.090329,0.481373,2.161719
2026-07-02,0.813378,0.042744,0.068008,0.093778,0.481417,2.161901
2026-07-03,0.814301,0.042783,0.068008,0.096504,0.482417,2.155751
2026-07-04,0.814596,0.042895,0.068008,0.097638,0.482417,2.155697
2026-07-05,0.815031,0.042949,0.068008,0.099664,0.482583,2.156477
2026-07-06,0.814379,0.042648,0.068448,0.096483,0.48276,2.155994
2026-07-07,0.784981,0.042435,0.068056,0.091981,0.475006,2.157042
2026-07-08,0.79206,0.042389,0.067986,0.091474,0.475054,2.157246
2026-07-09,0.802532,0.042778,0.068546,0.091711,0.475097,2.157485
2026-07-10,0.801903,0.04302,0.068894,0.096906,0.480438,2.158901
2026-07-11,0.801285,0.043034,0.068894,0.096556,0.480438,2.159069
2026-07-12,0.800995,0.042858,0.068894,0.096801,0.480438,2.159275
2026-07-13,0.777533,0.042437,0.068235,0.090726,0.4805,2.160515
2026-07-14,0.818117,0.042751,0.069497,0.093685,0.480497,2.160734
2026-07-15,0.811733,0.042796,0.069665,0.097862,0.4784,2.161835
2026-07-16,0.785006,0.04252,0.069131,0.089994,0.477818,2.161535
2026-07-17,0.780953,0.042164,0.06855,0.091158,0.477839,2.161392
2026-07-18,0.779966,0.042184,0.06855,0.091583,0.477839,2.161599
2026-07-19,0.783081,0.042119,0.06855,0.093019,0.477839,2.161781
2026-07-20,0.790037,0.042111,0.067696,0.099691,0.477973,2.160805
2026-07-21,0.811726,0.042341,0.068226,0.105153,0.478021,2.159552
2026-07-22,0.803944,0.042277,0.06811,0.097638,0.477965,2.159731
2026-07-23,0.794571,0.041931,0.067382,0.092409,0.478016,2.15913
2026-07-24,0.78222,0.043038,0.067354,0.091513,0.481433,2.161351
2026-07-25,0.784952,0.043179,0.067354,0.092446,0.481433,2.161558
2026-07-26,0.788926,0.043402,0.067354,0.094979,0.481433,2.161765
2026-07-27,0.779051,0.043059,0.067383,0.093638,0.457788,2.152368
2026-07-28,0.777169,0.043332,0.067805,0.093894,0.452731,2.152597
2026-07-29,0.74892,0.042787,0.066817,0.090119,0.452678,2.152498
2026-07-30,0.790612,0.043519,0.067828,0.092183,0.450667,2.155496
2026-07-31,0.746402,0.043617,0.067921,0.089467,0.450854,2.153349
2026-08-01,0.746513,0.043592,0.067921,0.08815,0.450854,2.153719
2026-08-02,0.751886,0.043857,0.067921,0.088995,0.450854,2.152649
2026-08-03,0.77553,0.044264,0.069199,0.087503,0.45103,2.151363
2026-08-04,0.793725,0.046157,0.070587,0.092141,0.451071,2.151662
2026-08-05,0.788179,0.046005,0.072886,0.08957,0.448973,2.147388
2026-08-06,0.793566,0.045931,0.072689,0.091614,0.448963,2.147962
2026-08-07,0.802162,0.045285,0.073069,0.095556,0.449004,2.144628
2026-08-08,0.803728,0.045335,0.073069,0.096611,0.449004,2.144866
2026-08-09,0.802516,0.045126,0.073069,0.09562,0.449004,2.145042
2026-08-10,0.783192,0.045232,0.073019,0.09508,0.449128,2.145189
2026-08-11,0.785629,0.045133,0.072886,0.100121,0.453419,2.144607
2026-08-12,0.791961,0.046205,0.07301,0.099571,0.44846,2.14482
2026-08-13,0.79935,0.046635,0.07356,0.105342,0.448502,2.14477
2026-08-14,0.796462,0.046561,0.073399,0.09973,0.448544,2.146177
2026-08-15,0.796525,0.046597,0.073399,0.099889,0.448544,2.146384
2026-08-16,0.796842,0.046628,0.073399,0.100319,0.448544,2.148052
2026-08-17,0.802946,0.046315,0.075008,0.10453,0.447476,2.148634
2026-08-18,0.776298,0.045968,0.074457,0.099948,0.447548,2.148642
2026-08-19,0.796265,0.046143,0.070382,0.108258,0.439628,2.148818
2026-08-20,0.786989,0.04574,0.069665,0.112583,0.439729,2.152164
2026-08-21,0.794509,0.046043,0.070078,0.116725,0.43957,2.156339
2026-08-22,0.792684,0.045981,0.070078,0.114477,0.43957,2.156534
2026-08-23,0.79516,0.046048,0.070078,0.117033,0.43957,2.156437
2026-08-24,0.747758,0.04588,0.069781,0.11467,0.439692,2.161073
2026-08-25,0.755697,0.045988,0.069866,0.117762,0.439733,2.186333
2026-08-26,0.760874,0.046332,0.070399,0.116443,0.439774,2.186689
